序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
27285,学院007,专业015,班级026,S000001649,学生1640,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27286,学院009,专业043,班级092,S000001834,学生1822,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27287,学院007,专业015,班级025,S000000446,学生446,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27288,学院001,专业001,班级001,S000001909,学生1896,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27289,学院004,专业011,班级017,S000000174,学生174,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27290,学院004,专业011,班级018,S000000167,学生167,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27291,学院001,专业001,班级008,S000000063,学生063,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27292,学院005,专业012,班级102,S000002202,学生1993,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27293,学院005,专业012,班级020,S000000295,学生295,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27294,学院005,专业012,班级144,S000002643,学生2620,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27295,学院006,专业032,班级048,S000000781,学生780,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27296,学院006,专业081,班级137,S000002396,学生2376,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27297,学院006,专业081,班级138,S000002336,学生2316,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27298,学院006,专业034,班级057,S000000785,学生784,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27299,学院011,专业028,班级111,S000001505,学生1496,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27300,学院011,专业028,班级080,S000001396,学生1390,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27301,学院014,专业072,班级119,S000002851,学生2824,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27302,学院002,专业004,班级013,S000001341,学生1335,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27303,学院002,专业004,班级005,S000000857,学生855,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27304,学院002,专业004,班级006,S000000844,学生842,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27305,学院006,专业037,班级056,S000001689,学生1679,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27306,学院011,专业054,班级149,S000002531,学生2509,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27307,学院010,专业049,班级073,S000001182,学生1177,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27308,学院017,专业080,班级131,S000002133,学生2118,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27309,学院009,专业062,班级090,S000001259,学生1253,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27310,学院014,专业088,班级167,S000002859,学生2832,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27311,学院014,专业088,班级167,S000002842,学生2815,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27312,学院014,专业056,班级160,S000002747,学生2722,铁磁性材料的磁化特性研究 大物2,10周,星期六,11,13,教师007,28,3
27313,学院009,专业043,班级066,S000001114,学生1109,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27314,学院009,专业043,班级066,S000001091,学生1086,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27315,学院009,专业043,班级091,S000001641,学生1632,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27316,学院009,专业043,班级091,S000001633,学生1624,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27317,学院001,专业068,班级139,S000002656,学生2633,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27318,学院001,专业068,班级105,S000002719,学生2694,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27319,学院001,专业001,班级012,S000000527,学生527,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27320,学院006,专业014,班级023,S000000337,学生337,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27321,学院005,专业060,班级096,S000002615,学生2592,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27322,学院005,专业012,班级060,S000000912,学生910,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27323,学院005,专业013,班级022,S000000276,学生276,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27324,学院006,专业033,班级049,S000000749,学生749,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27325,学院006,专业022,班级054,S000001961,学生1948,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27326,学院008,专业019,班级032,S000000605,学生605,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27327,学院009,专业027,班级098,S000001853,学生1840,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27328,学院005,专业047,班级070,S000001138,学生1133,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27329,学院001,专业002,班级002,S000000539,学生539,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27330,学院011,专业054,班级106,S000002736,学生2711,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27331,学院009,专业027,班级122,S000001772,学生1760,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27332,学院002,专业004,班级011,S000001324,学生1318,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27333,学院009,专业026,班级041,S000000999,学生995,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27334,学院011,专业054,班级082,S000002059,学生2044,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27335,学院011,专业054,班级107,S000001428,学生1422,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27336,学院006,专业038,班级058,S000001316,学生1310,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27337,学院009,专业023,班级038,S000001763,学生1751,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27338,学院013,专业058,班级085,S000001215,学生1209,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27339,学院014,专业086,班级158,S000002791,学生2766,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27340,学院014,专业090,班级169,S000002847,学生2820,铁磁性材料的磁化特性研究 大物2,11周,星期六,3,5,教师007,28,3
27341,学院007,专业015,班级026,S000001668,学生1658,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27342,学院007,专业015,班级028,S000000439,学生439,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27343,学院007,专业015,班级025,S000000956,学生952,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27344,学院007,专业015,班级027,S000001671,学生1661,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27345,学院001,专业068,班级105,S000002671,学生2647,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27346,学院005,专业012,班级021,S000000321,学生321,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27347,学院006,专业014,班级024,S000000405,学生405,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27348,学院006,专业014,班级023,S000000389,学生389,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27349,学院005,专业012,班级020,S000000284,学生284,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27350,学院005,专业012,班级060,S000000911,学生909,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27351,学院010,专业024,班级039,S000002423,学生2403,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27352,学院010,专业024,班级039,S000000695,学生695,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27353,学院006,专业034,班级050,S000000745,学生745,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27354,学院008,专业019,班级032,S000000630,学生630,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27355,学院009,专业027,班级098,S000001858,学生1845,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27356,学院011,专业028,班级080,S000001379,学生1373,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27357,学院014,专业072,班级119,S000002792,学生2767,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27358,学院014,专业072,班级119,S000002852,学生2825,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27359,学院009,专业027,班级122,S000001759,学生1747,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27360,学院009,专业026,班级064,S000001014,学生1010,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27361,学院008,专业079,班级129,S000002079,学生2064,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27362,学院011,专业054,班级082,S000002052,学生2038,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27363,学院011,专业054,班级107,S000001440,学生1434,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27364,学院006,专业038,班级058,S000001315,学生1309,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27365,学院009,专业023,班级038,S000001770,学生1758,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27366,学院013,专业058,班级085,S000001247,学生1241,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27367,学院009,专业084,班级147,S000002365,学生2345,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27368,学院017,专业076,班级133,S000002111,学生2096,铁磁性材料的磁化特性研究 大物2,11周,星期六,8,10,教师007,28,3
27369,学院007,专业015,班级026,S000000927,学生924,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27370,学院007,专业015,班级028,S000001650,学生1641,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27371,学院007,专业015,班级025,S000000468,学生468,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27372,学院007,专业015,班级027,S000000432,学生432,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27373,学院001,专业068,班级105,S000002668,学生2644,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27374,学院005,专业012,班级021,S000000291,学生291,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27375,学院006,专业014,班级024,S000000370,学生370,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27376,学院006,专业014,班级023,S000000401,学生401,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27377,学院005,专业012,班级020,S000000278,学生278,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27378,学院005,专业012,班级060,S000000908,学生906,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27379,学院010,专业024,班级039,S000000694,学生694,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27380,学院010,专业024,班级039,S000000687,学生687,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27381,学院011,专业028,班级043,S000002012,学生1998,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27382,学院011,专业028,班级103,S000001381,学生1375,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27383,学院011,专业028,班级099,S000002029,学生2015,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27384,学院011,专业028,班级111,S000001517,学生1508,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27385,学院014,专业072,班级119,S000002816,学生2789,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27386,学院004,专业010,班级016,S000000194,学生194,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27387,学院006,专业032,班级055,S000001933,学生1920,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27388,学院004,专业010,班级019,S000000222,学生222,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27389,学院006,专业037,班级056,S000001682,学生1672,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27390,学院001,专业006,班级009,S000001547,学生1538,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
27391,学院009,专业061,班级089,S000001285,学生1279,铁磁性材料的磁化特性研究 大物2,11周,星期六,11,13,教师007,28,3
