序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
27067,学院010,专业024,班级039,S000002422,学生2402,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27068,学院006,专业081,班级138,S000002326,学生2306,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27069,学院011,专业028,班级103,S000001418,学生1412,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27070,学院005,专业047,班级070,S000001133,学生1128,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27071,学院005,专业047,班级070,S000001132,学生1127,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27072,学院006,专业032,班级047,S000002441,学生2421,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27073,学院014,专业072,班级119,S000002815,学生1099,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27074,学院002,专业004,班级013,S000001312,学生1306,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27075,学院002,专业004,班级006,S000000470,学生470,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27076,学院013,专业085,班级156,S000002506,学生2484,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27077,学院011,专业054,班级145,S000002538,学生2516,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27078,学院011,专业054,班级149,S000002543,学生2521,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27079,学院010,专业049,班级073,S000001173,学生1168,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27080,学院017,专业080,班级131,S000002127,学生2112,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27081,学院002,专业007,班级010,S000001709,学生1699,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27082,学院009,专业066,班级101,S000001730,学生1720,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27083,学院013,专业040,班级061,S000000953,学生949,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27084,学院005,专业012,班级161,S000002788,学生2763,铁磁性材料的磁化特性研究 大物2,10周,星期四,3,5,教师033,29,3
27085,学院007,专业015,班级028,S000000947,学生943,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27086,学院007,专业015,班级028,S000000441,学生441,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27087,学院007,专业015,班级028,S000000412,学生412,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27088,学院007,专业015,班级027,S000000425,学生425,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27089,学院004,专业011,班级017,S000000135,学生135,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27090,学院001,专业001,班级004,S000001369,学生1363,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27091,学院001,专业001,班级008,S000000516,学生516,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27092,学院005,专业060,班级096,S000002576,学生2554,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27093,学院009,专业074,班级123,S000001777,学生1765,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27094,学院009,专业074,班级123,S000001788,学生1776,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27095,学院005,专业013,班级022,S000000327,学生327,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27096,学院010,专业024,班级039,S000000714,学生714,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27097,学院011,专业028,班级043,S000000720,学生720,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27098,学院007,专业016,班级029,S000000571,学生571,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27099,学院011,专业028,班级099,S000002030,学生2016,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27100,学院011,专业028,班级112,S000001498,学生1489,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27101,学院008,专业021,班级034,S000000675,学生675,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27102,学院009,专业027,班级122,S000001752,学生1741,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27103,学院009,专业027,班级122,S000001766,学生1754,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27104,学院009,专业026,班级064,S000001029,学生1025,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27105,学院009,专业065,班级097,S000001358,学生1352,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27106,学院010,专业049,班级072,S000001178,学生1173,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27107,学院010,专业049,班级073,S000001164,学生1159,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27108,学院006,专业036,班级052,S000000834,学生832,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27109,学院017,专业080,班级131,S000002106,学生2091,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27110,学院006,专业030,班级045,S000000729,学生729,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27111,学院008,专业020,班级035,S000000648,学生648,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27112,学院009,专业041,班级062,S000000987,学生983,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27113,学院014,专业075,班级175,S000002840,学生2813,铁磁性材料的磁化特性研究 大物2,10周,星期四,8,10,教师033,29,3
27114,学院009,专业043,班级066,S000001101,学生1096,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27115,学院009,专业043,班级066,S000001111,学生1106,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27116,学院009,专业043,班级091,S000001644,学生1635,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27117,学院001,专业001,班级001,S000001922,学生1909,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27118,学院001,专业068,班级139,S000002691,学生2667,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27119,学院005,专业012,班级021,S000000298,学生298,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27120,学院001,专业001,班级008,S000000475,学生475,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27121,学院006,专业014,班级023,S000000383,学生383,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27122,学院005,专业012,班级020,S000000306,学生306,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27123,学院005,专业012,班级144,S000002621,学生2598,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27124,学院006,专业032,班级048,S000001964,学生1951,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27125,学院002,专业005,班级007,S000000871,学生869,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27126,学院006,专业034,班级050,S000000811,学生810,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27127,学院006,专业034,班级057,S000001586,学生1577,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27128,学院006,专业034,班级057,S000001589,学生1580,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27129,学院005,专业047,班级070,S000001137,学生1132,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27130,学院001,专业002,班级002,S000000541,学生541,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27131,学院011,专业054,班级106,S000002727,学生2702,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27132,学院001,专业003,班级003,S000000035,学生035,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27133,学院009,专业026,班级064,S000001024,学生1020,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27134,学院009,专业026,班级041,S000001052,学生1048,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27135,学院011,专业054,班级082,S000002053,学生2039,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27136,学院011,专业054,班级107,S000001461,学生133,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27137,学院006,专业038,班级058,S000000810,学生809,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27138,学院017,专业080,班级132,S000002147,学生2131,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27139,学院013,专业058,班级085,S000001243,学生1237,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27140,学院009,专业053,班级077,S000001597,学生1588,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27141,学院014,专业090,班级169,S000002820,学生2793,铁磁性材料的磁化特性研究 大物2,10周,星期四,11,13,教师007,28,3
27142,学院009,专业043,班级066,S000001063,学生1059,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27143,学院009,专业043,班级066,S000001095,学生1090,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27144,学院009,专业043,班级091,S000001616,学生1607,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27145,学院001,专业068,班级139,S000002321,学生2301,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27146,学院001,专业068,班级139,S000002723,学生2698,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27147,学院001,专业068,班级105,S000002660,学生2636,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27148,学院001,专业001,班级012,S000000055,学生055,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27149,学院005,专业060,班级136,S000002310,学生2290,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27150,学院005,专业060,班级096,S000001357,学生1351,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27151,学院006,专业022,班级037,S000000740,学生740,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27152,学院005,专业060,班级150,S000002600,学生2578,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27153,学院006,专业033,班级049,S000000777,学生776,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27154,学院006,专业081,班级138,S000002329,学生2309,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27155,学院007,专业016,班级029,S000000586,学生586,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27156,学院009,专业027,班级098,S000001866,学生1853,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27157,学院011,专业028,班级080,S000001421,学生1415,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27158,学院001,专业002,班级002,S000000082,学生082,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27159,学院002,专业004,班级013,S000000859,学生857,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27160,学院002,专业004,班级013,S000000069,学生069,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27161,学院002,专业004,班级006,S000000847,学生845,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27162,学院009,专业065,班级097,S000002413,学生2393,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27163,学院001,专业006,班级009,S000000068,学生068,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27164,学院009,专业061,班级088,S000001297,学生1291,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27165,学院009,专业045,班级068,S000001062,学生1058,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27166,学院017,专业080,班级130,S000002123,学生2108,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27167,学院006,专业030,班级045,S000000730,学生730,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27168,学院009,专业053,班级077,S000001604,学生1595,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27169,学院014,专业067,班级118,S000002843,学生2816,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27170,学院014,专业067,班级104,S000001373,学生1367,铁磁性材料的磁化特性研究 大物2,10周,星期五,3,5,教师007,29,3
27171,学院009,专业043,班级066,S000001077,学生1073,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27172,学院009,专业043,班级066,S000001119,学生1114,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27173,学院009,专业043,班级091,S000001305,学生1299,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27174,学院009,专业043,班级091,S000001614,学生1605,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27175,学院001,专业001,班级004,S000002274,学生2255,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27176,学院001,专业001,班级004,S000002278,学生2258,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27177,学院001,专业001,班级004,S000000096,学生096,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27178,学院006,专业014,班级024,S000000363,学生363,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27179,学院005,专业012,班级102,S000002204,学生2186,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27180,学院005,专业012,班级144,S000002631,学生2608,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27181,学院005,专业060,班级150,S000002580,学生2558,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27182,学院010,专业024,班级039,S000000710,学生710,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27183,学院006,专业022,班级054,S000000801,学生800,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27184,学院011,专业028,班级103,S000001412,学生1406,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27185,学院006,专业032,班级053,S000001684,学生1674,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27186,学院011,专业028,班级112,S000001508,学生1499,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27187,学院006,专业032,班级047,S000001942,学生1929,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27188,学院014,专业056,班级081,S000002240,学生2222,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27189,学院009,专业027,班级122,S000001753,学生1742,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27190,学院009,专业026,班级064,S000001044,学生1040,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27191,学院009,专业065,班级097,S000002416,学生2396,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27192,学院011,专业054,班级082,S000002050,学生2036,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27193,学院009,专业061,班级088,S000001368,学生1362,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27194,学院006,专业036,班级052,S000000825,学生824,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27195,学院017,专业080,班级131,S000002128,学生2113,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27196,学院006,专业030,班级045,S000000724,学生724,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27197,学院008,专业020,班级035,S000000644,学生644,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27198,学院009,专业041,班级062,S000001031,学生1027,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27199,学院006,专业031,班级046,S000000738,学生738,铁磁性材料的磁化特性研究 大物2,10周,星期五,8,10,教师007,29,3
27200,学院007,专业015,班级026,S000000971,学生967,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27201,学院007,专业015,班级028,S000000978,学生974,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27202,学院007,专业015,班级025,S000000986,学生982,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27203,学院007,专业015,班级027,S000001660,学生1650,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27204,学院004,专业011,班级017,S000000214,学生214,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27205,学院004,专业011,班级018,S000000192,学生192,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27206,学院006,专业014,班级024,S000000371,学生371,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27207,学院006,专业014,班级023,S000000346,学生346,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27208,学院005,专业012,班级144,S000002624,学生2601,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27209,学院005,专业012,班级060,S000000909,学生907,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27210,学院006,专业032,班级048,S000002360,学生2340,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27211,学院006,专业081,班级137,S000002181,学生2164,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27212,学院006,专业081,班级138,S000002346,学生2326,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27213,学院006,专业034,班级057,S000001570,学生1561,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27214,学院006,专业032,班级053,S000001700,学生1690,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27215,学院009,专业027,班级042,S000001851,学生1838,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27216,学院014,专业072,班级119,S000002814,学生2788,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27217,学院002,专业004,班级013,S000000089,学生089,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27218,学院006,专业032,班级055,S000001930,学生1917,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27219,学院013,专业085,班级156,S000002474,学生2452,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27220,学院011,专业054,班级145,S000002535,学生2513,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27221,学院011,专业054,班级149,S000002539,学生2517,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27222,学院011,专业054,班级107,S000001427,学生1421,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27223,学院011,专业054,班级078,S000001452,学生1446,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27224,学院009,专业062,班级090,S000001253,学生1247,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27225,学院014,专业088,班级167,S000002863,学生2836,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27226,学院014,专业088,班级167,S000002866,学生2839,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27227,学院014,专业076,班级126,S000001988,学生1975,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27228,学院011,专业054,班级178,S000002874,学生2846,铁磁性材料的磁化特性研究 大物2,10周,星期五,11,13,教师007,29,3
27229,学院007,专业015,班级026,S000000437,学生437,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27230,学院007,专业015,班级028,S000000972,学生968,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27231,学院007,专业015,班级025,S000000979,学生975,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27232,学院007,专业015,班级027,S000001675,学生1665,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27233,学院004,专业011,班级017,S000000228,学生228,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27234,学院005,专业012,班级021,S000000315,学生315,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27235,学院006,专业014,班级024,S000000341,学生341,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27236,学院006,专业014,班级023,S000000351,学生351,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27237,学院005,专业012,班级020,S000000310,学生310,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27238,学院005,专业012,班级144,S000002644,学生2621,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27239,学院006,专业032,班级048,S000001927,学生1914,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27240,学院006,专业081,班级137,S000002380,学生2360,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27241,学院006,专业081,班级138,S000002335,学生2315,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27242,学院006,专业034,班级057,S000001594,学生1585,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27243,学院006,专业032,班级053,S000000805,学生804,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27244,学院009,专业027,班级042,S000001888,学生1875,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27245,学院014,专业072,班级119,S000002835,学生2808,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27246,学院002,专业004,班级013,S000001333,学生1327,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27247,学院006,专业032,班级055,S000001941,学生1928,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27248,学院002,专业004,班级011,S000001347,学生1341,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27249,学院006,专业037,班级056,S000001705,学生1695,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27250,学院011,专业054,班级149,S000002555,学生2533,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27251,学院010,专业049,班级073,S000001154,学生1149,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27252,学院011,专业054,班级078,S000001462,学生1455,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27253,学院009,专业062,班级090,S000001261,学生1255,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27254,学院014,专业088,班级167,S000002858,学生2831,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27255,学院014,专业088,班级167,S000002870,学生2842,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27256,学院015,专业057,班级084,S000001211,学生1205,铁磁性材料的磁化特性研究 大物2,10周,星期六,3,5,教师007,28,3
27257,学院005,专业017,班级030,S000002751,学生2726,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27258,学院007,专业015,班级028,S000000427,学生427,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27259,学院007,专业015,班级025,S000000429,学生429,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27260,学院001,专业001,班级001,S000001905,学生1892,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27261,学院004,专业011,班级017,S000000116,学生116,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27262,学院004,专业011,班级018,S000000124,学生124,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27263,学院001,专业001,班级008,S000000072,学生072,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27264,学院005,专业012,班级102,S000002201,学生2184,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27265,学院005,专业012,班级020,S000000262,学生262,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27266,学院005,专业012,班级060,S000000888,学生886,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27267,学院006,专业032,班级048,S000001962,学生1949,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27268,学院006,专业081,班级137,S000002395,学生2375,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27269,学院006,专业081,班级138,S000002352,学生2332,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27270,学院006,专业034,班级057,S000001579,学生1570,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27271,学院011,专业028,班级111,S000001536,学生1527,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27272,学院011,专业028,班级080,S000001210,学生1204,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27273,学院014,专业072,班级119,S000002854,学生2827,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27274,学院002,专业004,班级013,S000001343,学生1337,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27275,学院006,专业032,班级055,S000000756,学生756,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27276,学院002,专业004,班级011,S000001329,学生1323,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27277,学院006,专业037,班级056,S000001697,学生1687,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27278,学院011,专业054,班级149,S000002533,学生2511,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27279,学院010,专业049,班级073,S000001192,学生1187,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27280,学院014,专业075,班级125,S000002244,学生2226,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27281,学院009,专业062,班级090,S000001268,学生1262,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27282,学院014,专业088,班级167,S000002865,学生2838,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27283,学院013,专业040,班级061,S000001371,学生1365,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
27284,学院009,专业053,班级157,S000002513,学生2491,铁磁性材料的磁化特性研究 大物2,10周,星期六,8,10,教师007,28,3
